genres,tmdbId,poster_path,title,overview
Comedy Drama,130739.0,/iI57feP0b1fPvsMtpHWzirkAJYu.jpg,A Coffee in Berlin,A fateful day pushes aimless college dropout Tom Schilling stop wasting time finally engage life
Adventure Action ScienceFiction Thriller,72559.0,/swk1AHwPvIJv8NUFM1qpFuaT642.jpg,G.I. Joe: Retaliation,Framed crimes country GI Joe team terminated Presidential order This forces GI Joes fighting mortal enemy Cobra forced contend threats government jeopardize existence
Documentary Music,157117.0,/f47RPwXtkqaW46ex1gdtM38Qe8A.jpg,Sound City,The history Sound City huge recording device exploring digital change allowed people place music stars It follows Nirvana drummer Foo Fighter David Grohl attempts resurrect studio glories
Fantasy Adventure Family,68728.0,/7qzLIcYR7ev7iXngY8NKHBZHwwT.jpg,Oz: The Great and Powerful,Oscar Diggs smalltime circus illusionist conartist whisked Kansas Land Oz inhabitants assume hes great wizard prophecy save Oz clutches evil
Adventure Animation Comedy Family Fantasy,49519.0,/eHi3Nbgh6Cs2KiIyEMF4Ig4CdjX.jpg,The Croods,The Croods prehistoric comedy adventure follows worlds family embark journey lifetime cave shielded danger destroyed Traveling spectacular landscape Croods discover incredible new world filled fantastic creatures outlook changed forever
Drama Crime,122081.0,/nDs6gn1VH5MmF7l8G8UABBBX0G1.jpg,Spring Breakers,After college girls rob restaurant fund spring break Florida entangled weird dude criminal agenda
Action Thriller,117263.0,/l542hLtKhsmOWEBFoC7Aajk0nKt.jpg,Olympus Has Fallen,When White House Secret Service Code Olympus captured terrorist mastermind President kidnapped disgraced Presidential guard Mike Banning finds trapped building As national security team scrambles respond forced rely Bannings inside knowledge help retake White House save President avert bigger disaster
Drama Crime,97367.0,/cdsRBoAditFXVhSr8SgnJ2WTBkX.jpg,The Place Beyond the Pines,A motorcycle stunt rider considers committing crime order provide wife child act puts collision course copturnedpolitician
Thriller Crime Drama Mystery,68727.0,/cr1vVtymoiW23ETEycUgiAZYMur.jpg,Trance,A fine art auctioneer mixed gang joins forces hypnotherapist recover lost painting As boundaries desire reality hypnotic suggestion begin blur stakes rise faster anticipated
Drama Documentary,89049.0,/teidvGY5czo2mK0PqIFAFkjUpVj.jpg,The Staircase,Academy Awardwinning documentary filmmaker JeanXavier Lestrade presents gripping courtroom thriller offering rare revealing inside look highprofile murder trial In 2001 author Michael Peterson arraigned murder wife Kathleen body discovered lying pool blood stairway home Granted unusual access Petersons lawyers home immediate family Lestrades cameras capture defense team considers strategic options The staircase engrossing look contemporary American justice features twists legal bestseller
Action ScienceFiction Adventure Mystery,75612.0,/hmOzkHlkGvi8x24fYpFSnXvjklv.jpg,Oblivion,Jack Harper drone repairmen stationed Earth Part massive operation extract vital resources decades war terrifying threat known Scavs Jacks mission nearly complete His existence brought crashing rescues beautiful stranger downed spacecraft Her arrival triggers chain events forces question knows puts fate humanity hands
Drama,109410.0,/vlP18ooLmvYVNnqidbot0FupY05.jpg,42,The powerful story Jackie Robinson legendary baseball player broke Major League Baseballs color barrier joined roster Brooklyn Dodgers The film follows innovative Dodgers general manager Branch Rickey MLB executive signed Robinson minors helped bring
Animation Drama Family Fantasy,110420.0,/rDMxjCYEVnvLC4nsBpB6wjL0LDy.jpg,Wolf Children,Hana nineteenyearold college student falls love man reveal secret Wolf Man Eventually couple bear children son daughter Ame Yuki inherit ability transform wolves father When man Hana fell love suddenly dies makes decision rural town isolated society continue raising children protection
Thriller Crime Action,134374.0,/mFaT4CfHGlRXAWe8qS7IJHwZgeb.jpg,Pain & Gain,Daniel Lugo manager Sun Gym 1990s Miami decides way achieve version American dream extortion To achieve goal recruits musclemen Paul Adrian accomplices After failed attempts abduct rich businessman Victor Kershaw convince sign assets But Kershaw makes alive authorities reluctant believe story
Action Comedy,109414.0,/1rMzHyOsk1b1ddcFJgMSB6kOASu.jpg,This Is the End,While attending party James Francos house Seth Rogen Jay Baruchel celebrities faced apocalypse
Action Adventure ScienceFiction,68721.0,/1Ilv6ryHUv6rt9zIsbSEJUmmbEi.jpg,Iron Man 3,When Tony Starks world torn apart formidable terrorist called Mandarin starts odyssey rebuilding retribution
Drama,103731.0,/pKElR1ssiqRSYb9tylSt46UXOFx.jpg,Mud,Two teenage boys encounter fugitive pact help escape island Mississippi
Action Foreign,19156.0,/5m8tW7LkVkUBt5WnhDLFQgcmVQy.jpg,Legendary Weapons of China,Legendary Weapons China martial arts fantasy film taking place late Qing Dynasty Empress Dowager Cixi dispatches agents factions Boxer Rebellion order supernatural martial artists invulnerable western bullets When leaders groups disbands forces assassins remaining factions sent kill
Drama Romance,64682.0,/oJpOYPpVWyPeunGbbDGH1KFvea0.jpg,The Great Gatsby,An adaptation F Scott Fitzgeralds Long Islandset novel Midwesterner Nick Carraway lured lavish world neighbor Jay Gatsby Soon Carraway cracks Gatsbys nouveau riche existence obsession madness tragedy await
Action Adventure ScienceFiction,54138.0,/41mhrXASAW3sdn7LBWF49uCX0xi.jpg,Star Trek Into Darkness,When crew Enterprise called home unstoppable force terror organization detonated fleet stands leaving world state crisis With personal score settle Captain Kirk leads manhunt warzone world capture man weapon mass destruction As heroes propelled epic chess game life death love challenged friendships torn apart sacrifices family Kirk left crew
Comedy,116741.0,/xxOKDTQbQo7h1h7TyrQIW7u8KcJ.jpg,The Internship,Two recently laidoff men 40s try interns successful Internet company managers 20s
Comedy ScienceFiction,20803.0,/rUQMIzCr0ZrZtydB4KnPv2laCzw.jpg,Ivan Vasilyevich Changes His Profession,Shurik Timofeev builds working model time machine By accident Ivan Bunsha apartment complex manager George Miloslavsky petty burglar transferred 16th century Moscow Tsar Ivan Terrible goes year 1973
Drama Thriller Crime,77987.0,/8KUPbn7gBm5o4cHM1K8SFfCpxOg.jpg,Only God Forgives,Julian runs Thai boxing club organization familys drug smuggling operation forced mother Jenna kill individual responsible brothers recent death
Comedy,109439.0,/vtxuPWkdllLNLVyGjKYa267ntuH.jpg,The Hangover Part III,This time theres wedding No bachelor party What wrong right But Wolfpack hits road bets
Action Thriller Crime,82992.0,/b9gTJKLdSbwcQRKzmqMq3dMfRwI.jpg,Fast & Furious 6,Hobbs Dominic Brian reassemble crew team mercenaries Dominic unexpectedly gets convoluted facing presumed deceased girlfriend Letty
Animation Adventure Family Fantasy,116711.0,/dUeXOJCpfWmZd9KaPkq2122J1ji.jpg,Epic,A teenager finds transported deep forest setting battle forces good forces evil taking place She bands ragtag group characters order save world
Drama Mystery,152780.0,/kjerwTkZJev6Ve5DS0hRbaOuVJb.jpg,The Past,After years apart Ahmad returns wife Marie Paris order progress divorce During brief stay help noticing strained relationship Marie daughter Lucie As attempts improve matters mother daughter Ahmad unwittingly lifts lid long buried secret
Comedy Drama,121986.0,/mG8gvA3lxxzcJFIAnmMqir6DiWQ.jpg,Frances Ha,An aspiring dancer moves New York City caught whirlwind flighty fairweather friends diminishing fortunes career setbacks
Drama Romance,119675.0,/46J5VoqnneIz3hs50Ptk2o5bmXB.jpg,Behind the Candelabra,Based autobiographical novel tempestuous 6year relationship Liberace younger lover Scott Thorson recounted
Thriller Crime,75656.0,/A06e9YJ5ry3WXEIFIAD1mKBxcuZ.jpg,Now You See Me,An FBI agent Interpol detective track team illusionists pull bank heists performances reward audiences money
Drama,77805.0,/6J4zI97usxdjhzobBkqFW1d9OQ5.jpg,Lovelace,Story Linda Lovelace abused porn industry behest coercive husband taking control life
Comedy Drama,147773.0,/cCA0ZPetEWYn7dbe6MHDwjue4UZ.jpg,The Way Way Back,Over course summer break teenager comes thanks friendship strikes parks managers
Action Adventure Fantasy ScienceFiction,49521.0,/xWlaTLnD8NJMTT9PGOD9z5re1SL.jpg,Man of Steel,A young boy learns extraordinary powers earth As young man journeys discover came sent But hero emerge save world annihilation symbol hope mankind
Comedy Drama,156700.0,/4HGYmH5mYcBBTIMHhbOBdT1Antl.jpg,The Kings of Summer,Joe Toy verge adolescence finds increasingly frustrated single father Franks attempts manage life Declaring freedom escapes clearing woods best friend Patrick strange kid named Biaggio He announces going build house free responsibility parents Once makeshift abode finished young men masters destiny woods
Documentary Music,159014.0,/aFQHlH23U9gHhvNn7rr38hFBYce.jpg,20 Feet from Stardom,Backup singers live world lies spotlight Their voices bring harmony biggest bands popular music weve idea singers lives lead
Animation Family,62211.0,/a05xQU9huY3P5uurLcGGHmsf2Vh.jpg,Monsters University,A look relationship Mike Sulley days Monsters University werent necessarily best friends
Adventure Fantasy Animation Action ScienceFiction,80518.0,/zyPSSnMGgE8bIymYxbCD3Y6Oa9b.jpg,Fullmetal Alchemist: The Sacred Star of Milos,After mysterious prisoner weeks left sentence breaks prison Central City Elric brothers attempt track The search leads Table City southwestern country Creta Alphonse rescues young alchemist named Julia man trying capture In fight literally tumble Julias home turf slums Milos Valley embroiled grassroots rebellion people
Action ScienceFiction Adventure,68726.0,/sCJEwEShZvruTpQ2a4yiX3Q9EyZ.jpg,Pacific Rim,When legions monstrous creatures known Kaiju started rising sea war began millions lives consume humanitys resources years end To combat giant Kaiju special type weapon devised massive robots called Jaegers controlled simultaneously pilots minds locked neural bridge But Jaegers proving nearly defenseless face relentless Kaiju On verge defeat forces defending mankind choice turn unlikely heroesa washedup pilot Charlie Hunnam untested trainee Rinko Kikuchiwho teamed drive legendary seemingly obsolete Jaeger past Together stand mankinds hope mounting apocalypse
Drama Romance Crime Mystery,152742.0,/bXk6T8npfh2Ly24VMWSeZLsTLhC.jpg,The Best Offer,Virgil Oldman world renowned antiques expert auctioneer An eccentric genius leads solitary life going extreme lengths distance messiness human relationships When appointed beautiful emotionally damaged Claire oversee valuation sale familys priceless art collection Virgil allows form attachment soon engulfed passion rock bland existence core
Action Drama Horror ScienceFiction Thriller,72190.0,/Ha5t0J21eyiq6Az1EXzx0iwsGH.jpg,World War Z,Life United Nations investigator Gerry Lane family content Suddenly world plagued mysterious infection turning human populations rampaging mindless zombies After barely escaping chaos Lane persuaded mission investigate disease What follows perilous trek world Lane brave horrific dangers long odds answers human civilization falls
ScienceFiction Action Drama Thriller,68724.0,/tHkjoAxmhp3Eau1h0Ir7maKMwUz.jpg,Elysium,In year 2159 classes people exist wealthy live pristine manmade space station called Elysium rest live overpopulated ruined Earth Secretary Rhodes Jodie Foster hard line government ofﬁcial stop enforce antiimmigration laws preserve luxurious lifestyle citizens Elysium That doesnt stop people Earth trying means When unlucky Max Matt Damon backed corner agrees daunting mission successful save life bring equality polarized worlds
Drama,127373.0,/uZQCEVdOe29Y3NHcnQ571bUHw2Z.jpg,What Maisie Knew,Based Henry James novella story frames 7yearold Maisie caught custody battle mother rock roll icon father What Maisie Knew evocative portrayal chaos adult life seen entirely childs point view
Horror Thriller,126277.0,/vLy2Ldg3vGlpXwF8ZeUL40iDtLK.jpg,American Mary,A young med student struggling tuition fees drawn shady world underground body modification
Animation Comedy Family,93456.0,/kQrYyZQHkwkUg2KlUDyvymj9FAp.jpg,Despicable Me 2,Gru recruited AntiVillain League help deal powerful new super criminal
Comedy Action ScienceFiction,107985.0,/7xZUJMqGBLvhPJqn23UM3yUC5k5.jpg,The World's End,Five friends reunite attempt epic pub crawl 20 years earlier unwittingly humankinds hope survival
Action Comedy Crime,136795.0,/tM3hDt8JcU8Y8i6vzTcbnocM2bx.jpg,The Heat,Uptight straightlaced FBI Special Agent Sarah Ashburn methodical investigator reputation excellenceand hyperarrogance Shannon Mullins Boston PDs finest foulmouthed short fuse uses gut instinct street smarts catch elusive criminals Neither partner friend matter When wildly incompatible law officers join forces bring ruthless drug lord thing expected Buddies
Action Adventure Western,57201.0,/b4vil5ueYJNBNypHmo1tpuevh4z.jpg,The Lone Ranger,The Texas Rangers chase gang outlaws led Butch Cavendish gang ambushes Rangers seemingly killing One survivor American Indian named Tonto nurses health The Ranger donning mask riding white stallion named Silver teams Tonto bring unscrupulous gang ilk justice
Documentary,81167.0,/g9gKlmlQuOxOmlf4rA89WsY7wCc.jpg,Woody Allen: A Documentary,Iconic writer director actor comedian musician Woody Allen allowed life creative process documented oncamera time With unprecedented access Emmywinning Oscarnominated filmmaker Robert B Weide followed notoriously private film legend year half create ultimate film biography Woody Allen A Documentary chronicles Allens career teen writer Sid Caesars TV scribe standup comedian awardwinning writerdirector averaging filmperyear 40 years Exploring Allens writing habits casting directing relationship actors firsthand new interviews Alisters writing partners family friends provide insight backstory usually inscrutable filmmaker
Comedy Drama Romance,157386.0,/iklgvkUqlruQrz8DlUsJzaa9HZh.jpg,The Spectacular Now,A hardpartying high school seniors philosophy life changes meets notsotypical nice girl
Drama,157354.0,/zwPYTHFCgWYHRW1OoxE23dxZZRX.jpg,Fruitvale Station,The true story Oscar 22yearold Bay Area resident crosses paths friends enemies family strangers day 2008
Horror Thriller,138843.0,/xYGkdhOEVoFrLNUotuTXemtQAWd.jpg,The Conjuring,Paranormal investigators Ed Lorraine Warren work help family terrorized dark presence farmhouse Forced confront powerful entity Warrens caught terrifying case lives
Drama,23431.0,/c8wfHK8R5XmgMi5ckdc826mvkcD.jpg,An Angel Named Billy,Mark Anderson recent stroke victim frail weak Also best friend Thomas classic hill drag queen desperate love happiness Mark Thomas master plan Marks son James Anderson love life
Action ScienceFiction Adventure Fantasy,76170.0,/iTST6DcLhfufWYUKCOskkusaYUq.jpg,The Wolverine,Wolverine faces ultimate nemesis tests physical emotional mortal limits lifechanging voyage modernday Japan
Action Comedy Crime,136400.0,/30lM3Uvzs6HOG5l4hzhwxYTWgd3.jpg,2 Guns,A DEA agent undercover Naval Intelligence officer tasked investigating set mob organization men believe stealing money
Comedy Drama,160588.0,/tXzOAeub5ZaxGv9vkJLtU0aNenl.jpg,Blue Jasmine,Jasmine French heap New York socialite returning estranged sister San Francisco utterly ruined As Jasmine struggles haunting memories privileged past bearing dark realities ignored tries recover present Unfortunately proves losing battle Jasmines narcissistic hangups consequences begin overwhelm In old pretensions new deceits begin foul everyones lives especially
Comedy,185574.0,/fJnHeQVKB8KuwizTQIgLtZnDBIn.jpg,Louis C.K.: Oh My God,Filmed Celebrity Theatre Phoenix AZ February 15th 16th 2013 Oh My God Louis CKs fifth standup special HBO 2007s Shameless winning Emmy Award writing acclaimed FX Louie Performed round live audience discusses topics food chain animals divorce strange anecdotes broken morality murder mortality
Adventure Family Fantasy,76285.0,/k1bhUW7XM5X0yD3iewAEvloFBEo.jpg,Percy Jackson: Sea of Monsters,In quest confront ultimate evil Percy friends battle swarms mythical creatures mythical Golden Fleece stop ancient evil rising
,241340.0,/eo0NCTULEuE8nGGsHg34UlRWcUO.jpg,The Forsyte Saga,Adaptation John Galsworthys novels
Comedy Crime,138832.0,/digXuLXmk88Ar23LYUQTLcz5npA.jpg,We're the Millers,A veteran pot dealer creates fake family plan huge shipment weed US Mexico
Action Adventure Crime,59859.0,/pmdvrKYRdw7QxkLDaJzr6xMEqEZ.jpg,Kick-Ass 2,After KickAss insane bravery inspires new wave selfmade masked crusaders joins patrol led Colonel Stars Stripes When amateur superheroes hunted Red Mist reborn The Mother Fucker bladewielding HitGirl prevent annihilation
ScienceFiction Action Thriller,87421.0,/duoN6oNGp1emHkkhlTcY76Wz2ED.jpg,Riddick,Betrayed kind left dead desolate planet Riddick fights survival alien predators powerful dangerous Soon bounty hunters galaxy descend Riddick pawns greater scheme revenge With enemies right wants Riddick unleashes vicious attack vengeance returning home planet Furya save destruction
Documentary,158999.0,/aqAYjUWZyoOjG9mHj380O0kFSxZ.jpg,Blackfish,Notorious killer whale Tilikum responsible deaths individuals including killer whale trainer Blackfish shows devastating consequences keeping intelligent sentient creatures captivity
Animation,149870.0,/3OTcCyf7QbGdVxsS8GLtaSsTZtP.jpg,The Wind Rises,A lifelong love flight inspires Japanese aviation engineer Jiro Horikoshi storied career includes creation A6M World War II fighter plane
Drama History,115782.0,/ioI5pOOr5yWZAAZPEts5oSQwUrT.jpg,Jobs,The story Steve Jobs ascension college dropout revered creative entrepreneurs 20th century
Drama,132363.0,/hUjEYTN5NuK8kYRQxngS7itpBQC.jpg,The Butler,A look life Cecil Gaines served presidents White Houses head butler 1952 1986 unique frontrow seat political racial history
Comedy Drama ScienceFiction,122906.0,/zSuh8dGwqpsWR7ccvYbfxbSZ37o.jpg,About Time,The night unsatisfactory New Year party Tims father tells son men family ability travel time Tim change history change happens happened life decides world better place getting girlfriend Sadly turns easy thinks
Action Adventure Animation,30061.0,/mImQPVPKNGlqPDmewsZ7TLvHND.jpg,Justice League: Crisis on Two Earths,A heroic version Lex Luthor alternate universe appears recruit Justice League help save Earth Crime Syndicate evil version League What ensues ultimate battle good versus evil war threatens planets devious plan launched Batmans counterpart Owlman puts balance existence peril
Horror Thriller Mystery,83899.0,/qhVj0F09RFtQdBrBMPhrdzivRcI.jpg,You're Next,When Davison family comes attack wedding anniversary getaway gang mysterious killers soon learns victims harbors secret talent fighting
Action Adventure Drama Thriller,33196.0,/qcGjzVVAMdl3PQ1afzJXzec7evY.jpg,Tidal Wave,Mansik Yeonhee unsure overcome past wounds continue couple Dr Kim cautions possible megatsunami Haeundae collapses agony springing unexpected turnup daughter divorced wife Hyoungsik rescuing woman Seoul rides ferocious storm gladden heart A tsunami destroys Haeundae symbolizes establishment typical axis called provocation conflicts later inner spaces couples left conflicts ended
Documentary Family,198342.0,/rwxUEqVZjR0QGUY7mKt0lkLJkLw.jpg,Family Band: The Cowsills Story,The story Cowsills American band consisting family members rose fame 1960s served reallife inspiration The Partridge Family TV series
Drama,180318.0,/urm7HRoZu9IezuROLv2h5f21iHX.jpg,The Chicago 8,Based actual court transcripts 8 antiwar protesters trial conspiring cause riots 1968 Democratic National Convention Chicago
History Documentary,138217.0,/t8nsqDrox8TlVdaemnQpFKr0oMB.jpg,Koch,A documentary mayor New York City Ed Koch
Documentary,185444.0,/gLjji9lo78pefb2qLmRFQ7XI2I7.jpg,Evocateur: The Morton Downey Jr. Movie,Long OReilly Beck Morton Downey Jr tearing talkshow format divisive populism Between fistfights rabid audience Morts cigarette smoke face The Morton Downey Jr Show billed 3D television rock roll music Évocateur meditates hysteria ended 80s ultimately notorious agitator
ScienceFiction Thriller Drama,49047.0,/uPxtxhB2Fy9ihVqtBtNGHmknJqV.jpg,Gravity,Dr Ryan Stone brilliant medical engineer Shuttle mission veteran astronaut Matt Kowalsky command flight retiring But seemingly routine spacewalk disaster strikes The Shuttle destroyed leaving Stone Kowalsky completely alonetethered spiraling blackness space The deafening silence tells lost link Earth chance rescue As fear turns panic gulp air eats away little oxygen left But way home terrifying expanse space
Drama Thriller Crime,146233.0,/yAhqW57pwMAsCgmZpM5zSIVQVTh.jpg,Prisoners,When Keller Dovers daughter friend missing takes matters hands police pursue multiple leads pressure mounts But far desperate father protect family
Drama Action,96721.0,/cjEepHZOZAwmK6nAj5jis6HV75E.jpg,Rush,A biographical drama centered rivalry Formula 1 drivers James Hunt Niki Lauda 1976 Formula One motorracing season
Crime Comedy Action,112205.0,/9Qnug9QrwUCQhd7dSfGJfJMO1zS.jpg,The Family,The Manzoni family notorious mafia clan relocated Normandy France witness protection program fitting soon challenging old habits die hard
Drama,169813.0,/wYkiNNMM1O5c2yEcj8Lf9UbaB1a.jpg,Short Term 12,Grace compassionate young supervisor foster care facility works boyfriend colleague Mason help atrisk teens But new charge dredges memories troubled past Graces tough exterior begins eroding
Drama Adventure,129670.0,/zyG3vYWK7SwWT4bvrWeFef0J7fp.jpg,Nebraska,An aging boozeaddled father takes trip Montana Nebraska estranged son order claim believes milliondollar sweepstakes prize
Comedy Drama Romance,209263.0,/gPJ7KyzdHVpCaxdiq22sPEmNJZV.jpg,Enough Said,Eva divorced soontobe emptynester wondering act Then meets Marianne embodiment perfect self Armed restored outlook middleaged single Eva decides chance new love Albert sweet funny likeminded man But things complicated Eva discovers Albert fact dreaded exhusband Marianne
Romance Comedy Drama,138697.0,/xD93OhEhMPN0v5VXt21D6rx7HGg.jpg,Don Jon,A New Jersey guy dedicated family friends church develops unrealistic expectations watching porn works happiness intimacy potential true love
Drama Fantasy,157820.0,/68he4OAqUDH18CDb9jlnt6MQPCs.jpg,Mood Indigo,A woman suffers unusual illness caused flower growing lungs
Documentary,159008.0,/eNHLfgOvfe9ZgE3N3kuE61mOdmR.jpg,Inequality for All,US Labor Secretary Robert Reich tries raise awareness countrys widening economic gap
Action Drama Thriller,109424.0,/AnMTMPTUzeWNbYxzp29WqYf1br1.jpg,Captain Phillips,The true story Captain Richard Phillips 2009 hijacking Somali pirates USflagged MV Maersk Alabama American cargo ship hijacked years
Crime Drama Comedy,85889.0,/dchLaUOkQOPZQHnus5fnZgZKDuP.jpg,Filth,A bigoted junkie cop suffering bipolar disorder drug addiction manipulates hallucinates way festive season bid secure promotion win wife daughter
Drama Horror,133805.0,/j0999NYddCGcishJlxluDRQIn6k.jpg,Carrie,A reimagining classic horror tale Carrie White shy girl outcast peers sheltered deeply religious mother unleashes telekinetic terror small town pushed far senior prom
Horror,34023.0,/45H4AGgkM19lFs0F1r00vfJezu4.jpg,Bloodsucking Freaks,Sardu runs theatre macabre Sardu SampM Sardu likes kill people public think fake
Drama History,76203.0,/kb3X943WMIJYVg4SOAyK0pmWL5D.jpg,12 Years a Slave,In preCivil War United States Solomon Northup free black man upstate New York abducted sold slavery Facing cruelty unexpected kindnesses Solomon struggles stay alive retain dignity In twelfth year unforgettable odyssey Solomons chance meeting Canadian abolitionist forever alter life
Action Adventure Drama,152747.0,/5TiKyU8iiHy1HiVNAmtEqYErKom.jpg,All Is Lost,Deep solo voyage Indian Ocean unnamed man Redford wakes 39foot yacht taking water collision shipping container left floating high seas With navigation equipment radio disabled man sails unknowingly path violent storm Despite success patching breached hull mariners intuition strength belies age man barely survives tempest Using sextant nautical maps chart progress forced rely ocean currents carry shipping lane hopes hailing passing vessel But sun unrelenting sharks circling meager supplies dwindling everresourceful sailor soon finds staring mortality face
ScienceFiction Action Adventure,80274.0,/vuZ8uSqyOM5698yNraF7OJRM3mS.jpg,Ender's Game,Based classic novel Orson Scott Card Enders Game story Earths gifted children training defend homeplanet space wars future
Animation Comedy Family,213121.0,/cT8krQxRoioNk2KabSYuIf2yuaC.jpg,Toy Story of Terror!,What starts fun road trip Toy Story gang takes unexpected turn worse trip detours roadside motel After toys goes missing caught mysterious sequence events solved suffer fate Toy Story Terror
Comedy,208134.0,/9XJ1RICUVM8nxSHFphl5c6ZyQtH.jpg,Bad Grandpa,86yearold Irving Zisman journey America unlikely companion 8 yearold grandson Billy
Action Adventure Fantasy,76338.0,/bnX5PqAdQZRXSw3aX3DutDcdso5.jpg,Thor: The Dark World,Thor fights restore order cosmos ancient race led vengeful Malekith returns plunge universe darkness Faced enemy Odin Asgard withstand Thor embark perilous personal journey reunite Jane Foster force sacrifice save
Drama History,152532.0,/nxJFUxDRP9qQCiyD5sH24N5SCSu.jpg,Dallas Buyers Club,Loosely based truelife tale Ron Woodroof drugtaking womenloving homophobic man 1986 diagnosed HIVAIDS given thirty days live
Drama,194101.0,/AmqZnGqnvGYvKsCrZn05KFm3MxR.jpg,The Selfish Giant,A hyperactive boy best friend slowwitted youth affinity horses start collecting scrap metal shady dealer
Documentary,184149.0,/cUEdU3orGQz5VS4gUbtIctG4WjW.jpg,Somm,Somm takes viewer humorous emotional illuminating look mysterious world Court Master Sommeliers massively intimidating Master Sommelier Exam
Documentary History Music,159151.0,/rWHRcJKvOQxJxpP61gV0Xar0Mvx.jpg,Muscle Shoals,In tiny Alabama town curious Muscle Shoals miraculous sprang mud Tennessee River A group unassuming incredibly talented locals came spawned greatest music time Mustang Sally I Never Loved Man Wild Horses During incendiary periods racial hostility white folks black folks came create music generations gave birth incomparable Muscle Shoals sound
Drama Thriller,87380.0,/k5gkQaey2YPJ5pzu96Lga09gRD1.jpg,Absent,Sebastiano teaches high school gym classes coaches swimming Hes got job girlfriend pretty normal life But young Martin starts infiltrate Sebastianos life world turned upside Eerie frame Hitchcockian thriller portrays sexual obsession terrifying realism
Drama,205220.0,/6BTXHupSPkrwsoz4Br6qwwSVmhj.jpg,Philomena,A woman searches adult son taken away decades ago forced live convent
Drama,203833.0,/rUJbwJkJNjwEcFYzEktOrgm5YUd.jpg,The Book Thief,While subjected horrors WWII Germany young Liesel finds solace stealing books sharing Under stairs home Jewish refuge sheltered adoptive parents
Drama,209274.0,/aO8dgaxaY1tcAdtFkLuz1WSxgdd.jpg,Ida,Poland 1962 Anna novice orphan brought nuns convent Before takes vows determined Wanda living relative Wanda tells Anna Anna Jewish Both women embark journey discover tragic family story belong questioning religions beliefs
Adventure Action ScienceFiction,101299.0,/Hn0KgefVEp0GkdTexS6gfKTMfi.jpg,The Hunger Games: Catching Fire,Katniss Everdeen returned home safe winning 74th Annual Hunger Games fellow tribute Peeta Mellark Winning means turn leave family close friends embarking Victors Tour districts Along way Katniss senses rebellion simmering Capitol control President Snow prepares 75th Annual Hunger Games The Quarter Quell competition change Panem forever
Adventure Fantasy,57158.0,/gQCiuxGsfiXH1su6lp9n0nd0UeH.jpg,The Hobbit: The Desolation of Smaug,The Dwarves Bilbo Gandalf successfully escaped Misty Mountains Bilbo gained One Ring They continue journey gold Dragon Smaug
Animation Adventure Family,109445.0,/jIjdFXKUNtdf1bwqMrhearpyjMj.jpg,Frozen,Young princess Anna Arendelle dreams finding true love sister Elsas coronation Fate takes dangerous journey attempt end eternal winter fallen kingdom Shes accompanied ice delivery man Kristoff reindeer Sven snowman Olaf On adventure friendship courage family true love means
ScienceFiction Action Comedy Animation Western,51859.0,/AcYGkLY2ALu0OhPmiHnYmLOz3iy.jpg,Trigun: Badlands Rumble,In quicksand surrounded town called Makka rumors spread legendary robber named Gasback town To protect Mayor Kepler hired bounty hunters These hunters following Gasback town town hopes getting bounty Vash Stampede town Meryl Milly female bounty hunter Ameria Nicholas D Wolfwood
Drama Music,86829.0,/mRYOb0fgxj3o03u5y62YPhAunby.jpg,Inside Llewyn Davis,In Greenwich Village early 1960s gifted volatile folk musician Llewyn Davis struggles money relationships uncertain future following suicide singing partner
Crime Drama Comedy,106646.0,/vK1o5rZGqxyovfIhZyMELhk03wO.jpg,The Wolf of Wall Street,A New York stockbroker refuses cooperate large securities fraud case involving corruption Wall Street corporate banking world mob infiltration Based Jordan Belforts autobiography
Drama History,192136.0,/2GxPdf7xa5LNYeJFWAQuWOS3aU6.jpg,Mandela: Long Walk to Freedom,A chronicle Nelson Mandelas life journey childhood rural village inauguration democratically elected president South Africa
Animation ScienceFiction Action Drama,75629.0,/nNYdbYN6en8zLYgmYFV3cU5VmMu.jpg,Evangelion: 3.0 You Can (Not) Redo,14 years impact Ikari Shinji awakens world remember He aged Much Earth laid ruins Nerv dismantled people protected turned Befriending enigmatic Nagisa Kaworu Shinji continues fight angels realizes fighting far allies The characters struggles continue amidst battles angels spiraling inevitably end world The film retitled Evangelion 333 DVDBluRay release
Drama Crime,168672.0,/mhB7C62lSMpGO2HYNaW6d7W3TVH.jpg,American Hustle,A man Irving Rosenfeld seductive partner Sydney Prosser forced work wild FBI agent Richie DiMaso pushes world Jersey powerbrokers mafia
Adventure Comedy Drama Fantasy,116745.0,/b0nIj7dr2bcLAn3erYhql7f6aUm.jpg,The Secret Life of Walter Mitty,A timid magazine photo manager lives life vicariously daydreams embarks truelife adventure negative goes missing
Romance ScienceFiction Drama,152601.0,/fsoTLnUXEUTNuVCBxAJMY0HPPd.jpg,Her,In distant future Theodore lonely writer purchases newly developed operating designed meet users needs To Theordores surprise romantic relationship develops operating This unconventional love story blends science fiction romance sweet tale explores nature love ways technology isolates connects
Comedy Drama Horror,176297.0,/dTS6n39VqXhZNzXKRxR8BSZ3dzh.jpg,Dead Set,During fictional series Big Brother zombie outbreak occurs housemates unaware impending doom outside Big Brother House
